Old_Crime_ID	Crime_ID	Country	Link	Event_year	Event_date	Seizure_co	Seizure_ci	X	Y	N. of fire	Firearm_Ty	Ammunition	Storage	Shooting/h	N. of acto	Actors_nat	Actors_age	Actors_gen	Additional	Source	NUTS_ID
RO0075	RO089	Romania	https://www.politiaromana.ro/ro/stiri-si-media/stiri/arme-detinute-ilegal-ridicate-de-politisti1421916316	2015.0	2015-01-21T00:00:00Z	Romania	Călărași	27.3236	44.19755	3.0	Pistol;Pistol;Pistol	Yes	House	N/A	1.0	N/A	44.0	M	Smuggling and possession of lethal weapons. Caliber: 9mm	Press release LEA	RO31
RO0076	RO090	Romania	https://www.politiaromana.ro/ro/stiri-si-media/stiri/perchezitii-la-persoane-banuite-de-proxenetism1421848007	2015.0	2015-01-21T00:00:00Z	Romania	Medgidia	28.27534	44.24321	2.0	Pistol;Rifle	Yes	House	N/A	3.0	N/A;N/A;N/A	N/A;N/A;N/A	M;M;M	Pinping and illigal possession of firearms	Press release LEA	RO22
RO0077	RO091	Romania	https://www.politiaromana.ro/ro/stiri-si-media/stiri/perchezitii-la-persoane-banuite-de-furturi-de-material-lemnos	2015.0	2015-01-27T00:00:00Z	Romania	Dâmbovița (Region)	-	-	2.0	Pistol;Pistol	N/A	House	N/A	21.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Criminal Organization	Press release LEA	
RO0010	RO092	Romania	http://www.customs.ro/UserFiles/File/informare%20publica/150402_CP%20DRV%20TM_%20arme,munitii,componente,lei%20i%20valuta.%20cu%20emnaturi.pdf	2015.0	2015-03-01T00:00:00Z	Romania	Timișoara	21.206483	45.742681	2.0	N/A;N/A	Yes	N/A	N/A	N/A	N/A	N/A	N/A	Model: Magnum, Beretta;	Press release customs	RO42
SK0001	SK001	Slovakia	http://www.minv.sk/?tlacove-spravy-2&sprava=objasnenie-ukladnej-vrazdy-z-jula-tohto-roka	2010.0	2010-10-08T00:00:00Z	Slovakia	N/A	-	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A		Press release LEA	SK03
SK0002	SK002	Slovakia	http://www.minv.sk/?tlacove-spravy-2&sprava=cesko-slovenska-policajna-spolupraca-pri-nelegalnom-obchode-so-zakazanymi-zbranami	2010.0	2010-10-19T00:00:00Z	Slovakia	Trnovec nad Váhom	17.926844	48.145081	108.0	Machine gun;Machine gun;Machine gun;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Other;Other;Other;Other;Other;Other;Other	N/A	Warehouse	N/A	N/A	N/A	N/A	N/A	28 pistols and revolvers of various makes and calibers, three machine guns, 70 Main in short and long guns, seven silencers, various igniters, Igniters, detonators, six grenades and tools for stamping numbers and marks on weapons, spare parts for weapons.	Press release LEA	SK03
SK0001	SK003	Slovakia	http://www.topky.sk/cl/10/1060528/Lupic-zatvoril-zenu-na-WC-nakoniec-ho-pomohla-chytit-	2011.0	2011-01-26T00:00:00Z	Slovakia	Čadca	18.783261	49.432787	1.0	N/A	N/A	Other	No	1.0	Czech	22.0	M	Other storage:On the actor;With this arm the actor do a robbery;Seizure of money	Press Review	SK03
SK0003	SK004	Slovakia	http://www.minv.sk/?tlacove-spravy-2&sprava=policia-zabranila-predaju-nebezpecnych-zakazanych-zbrani	2012.0	2012-03-23T00:00:00Z	Slovakia	N/A	-	-	10.0	Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Machine gun;Pistol;Pistol;Shotgun	Yes	N/A	N/A	3.0	N/A;N/A;N/A	26;28;35	M;M;M		Press release LEA	
SK0004	SK005	Slovakia	http://www.minv.sk/?tlacove-spravy-2&sprava=policia-zabranila-ozbrojenej-lupezi-pancieroveho-vozidla-s-milionom-eur	2012.0	2012-09-19T00:00:00Z	Slovakia	Stará Turá	17.688285	48.779706	N/A	N/A	N/A	N/A	N/A	3.0	N/A;N/A;N/A	28;40;49	M;M;M	Firearms including machine guns vz. 58 and short arms.	Press release LEA	SK02
SK0005	SK006	Slovakia	http://www.minv.sk/?tlacove-spravy-2&sprava=policia-odhalila-obchodnikov-so-zbranami	2012.0	2012-09-25T00:00:00Z	Slovakia	N/A	-	-	N/A	N/A	Yes	House	N/A	2.0	N/A;N/A	34;39	N/A;N/A		Press release LEA	
SK0006	SK007	Slovakia	http://www.minv.sk/?tlacove-spravy-2&sprava=policia-zaistila-obrovsky-arzenal-zbrani-a-vybusnin	2013.0	2013-04-23T00:00:00Z	Slovakia	Bratislava	17.10731	48.14839	N/A	N/A	Yes	Garage	N/A	1.0	N/A	41.0	M		Press release LEA	SK01
SK0001	SK008	Slovakia	https://www.financnasprava.sk/sk/pre-media/novinky/archiv-noviniek/detail-novinky/_diler-drog-vazba-ts/bc	2013.0	2013-06-10T00:00:00Z	Slovakia	Sereď	17.735037	48.285578	N/A	Other	N/A	House	N/A	1.0	N/A	42.0	M	Drugs seized	Press release customs	SK03
SK0007	SK009	Slovakia	http://www.minv.sk/?tlacove-spravy-2&sprava=vo-vozidle-ukryvali-nelegalne-drzane-samopaly	2014.0	2014-03-13T00:00:00Z	Slovakia	Závadk nad Hronom	19.91212	48.848069	2.0	Machine gun;Machine gun	N/A	Car	N/A	2.0	N/A;N/A	30;37	M;M		Press release LEA	SK03
SK0002	SK010	Slovakia	http://www.cas.sk/clanok/300339/peter-43-zastrelil-dcerku-martinku-5-aj-seba-k-masakru-ho-dohnala-ziarlivost.html	2014.0	2014-11-24T00:00:00Z	Slovakia	Banská Štiavnica	18.895407	48.455691	1.0	Pistol	N/A	House	Yes	1.0	Slovakian	43.0	M	The pistol was used during a homicide-suicide	Press Review	SK03
SI0001	SI001	Slovenia	http://www.siol.net/slovenija/lokalne_novice/pomurje/2010/03/zasegli_plinsko_pistolo.aspx	2010.0	2010-03-10T00:00:00Z	Slovenia	Kobilje	16.395895	46.688615	1.0	Other	Yes	Car	N/A	1.0	Hungarian	57.0	M	Gas gun;Brand: Reck 	Press review	SI03
SL0001	SI002	Slovenia	http://www.policija.si/index.php/novinarsko-sredie/index.php?option=com_content&view=article&id=7915;http://www.policija.si/index.php/novinarsko-sredie/index.php?option=com_content&view=article&id=7905	2010.0	2010-03-11T00:00:00Z	Slovenia	Koper	13.729763	45.548103	N/A	N/A	Yes	N/A	No	1.0	N/A	N/A	N/A	During investigations for economic crime and corruption, police found different types of weapons.	Press release LEA	SI04
SI0002	SI003	Slovenia	http://www.siol.net/novice/lokalne_novice/gorenjska/2011/10/zasegli_pusko.aspx	2011.0	2011-10-17T00:00:00Z	Slovenia	Novo Mesto	15.167328	45.798867	1.0	Rifle	Yes	N/A	Yes	N/A	N/A	N/A	N/A	Automatic rifle;Two men are suspected to be responsible for the shooting	Press review	SI03
SL0002	SI004	Slovenia	http://www.policija.si/index.php/novinarsko-sredie/index.php?option=com_content&view=article&id=62887	2012.0	2012-05-14T00:00:00Z	Slovenia	Kranj	14.353537	46.238369	N/A	N/A	Yes	N/A	No	N/A	N/A	N/A	N/A	Slovenian police in international criminal investigation seized large quantities of illegal drugs and weapons.	Press release LEA	SI04
SI0003	SI005	Slovenia	http://www.slovenskenovice.si/crni-scenarij/doma/po-streljanju-v-stranski-vasi-zasezena-avtomatska-puska-z-naboji	2013.0	2013-08-14T00:00:00Z	Slovenia	Trebnje	15.014812	45.906747	21.0	Rifle;Pistol;Pistol;Pistol;Pistol;Revolver;Revolver;Revolver;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Yes	House	N/A	1.0	N/A	57.0	M	Automatic rifle;13 guns of various calibers;1800 bullets;weapons parts	Press review	SI03
SI0004	SI006	Slovenia	http://www.dolenjskilist.si/2013/09/18/103160/novice/kronika/V_okolici_Trebnjega_nasli_cel_arzenal/	2013.0	2013-09-18T00:00:00Z	Slovenia	Kranj	14.353537	46.238369	1.0	Rifle	N/A	N/A	N/A	1.0	N/A	63.0	M		Press review	SI04
ES0001	ES001	Spain	http://www.elperiodicoextremadura.com/noticias/noticia.asp?pkid=498808	2010.0	2010-01-01T00:00:00Z	Spain	Moraleja	-6.656999	40.071035	0.0		Yes	House	N/A	9.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Drug trafficking. 9firearms seized between Spain and Portugal including three pistols EKOL 8mm and 9mm caliber (with the serial number deleted);6.35mm caliber pistols and other 7,65mm. They have also seized three shotguns, a revolver, plenty of ammunition	Press review	ES43
ES0002	ES002	Spain	http://www.europapress.es/nacional/noticia-furgoneta-zamora-portaba-extenso-arsenal-armas-explosivos-20100111135107.html	2010.0	2010-01-09T00:00:00Z	Spain	Bermillo de Sayago	-6.110715	41.365851	3.0	Pistol;Revolver;Rifle	Yes	Other	N/A	N/A	N/A	N/A	N/A	Storage: Van;Ammunitions: 650 cartridges;Also materials used by ETA for making bombs	Press review	ES41
ES0003	ES003	Spain	http://www.diariodesevilla.es/article/sevilla/618725/detenidos/dos/menores/por/robar/con/arma/fuego/establecimiento/chino.html	2010.0	2010-01-21T00:00:00Z	Spain	Seville	-5.99629	37.38263	1.0	N/A	N/A	N/A	Yes	1.0	N/A	13.0	M	Attempted robbery	Press review	ES61
ES0004	ES004	Spain	https://es.noticias.yahoo.com/gaztetxes-fumaderos-hach%C3%ADs-txeroki-relaci%C3%B3n-farc-doble-rasero-130438081.html	2010.0	2010-02-01T00:00:00Z	Spain	Villabona	-2.052548	43.186929	1.0	N/A	N/A	Other	N/A	1.0	N/A	N/A	M	Storage: Carrying;Firearm not specified	Press review	ES21
ES0005	ES005	Spain	http://www.europapress.es/nacional/noticia-policia-interviene-primera-vez-espana-laboratorio-itinerante-drogas-sintesis-20100205112954.html	2010.0	2010-02-05T00:00:00Z	Spain	Valencia	-0.390638	39.484245	2.0	Pistol;Shotgun	Yes	N/A	N/A	9.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	28-39;28-39;28-39;28-39;28-39;28-39;28-39;28-39;28-39	M;M;M;M;M;M;M;M;M	Sintetic drug production	Press review	ES52
ES0001	ES006	Spain	http://www.policia.es/prensa/100215_2.htm	2010.0	2010-02-15T00:00:00Z	Spain	Barcelona	2.16992	41.38793	1.0	N/A	N/A	Other	N/A	2.0	Mexican;Mexican	N/A;N/A	M;M	Drug traffic.	Press release LEA	ES43
ES0002	ES007	Spain	http://www.guardiacivil.es/es/prensa/noticias/historico2/2766.html	2010.0	2010-02-17T00:00:00Z	Spain	Collado Villalba	-4.00618	40.632711	6.0	N/A;N/A;N/A;Shotgun;Shotgun;Shotgun	Yes	N/A	N/A	9.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	45;74;36;22;20;19;19;42;27	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	The Civil Guard dismantled an organization dedicated to extortion in the construction industry. During the operation were sized various things among firearms.	Press release LEA	ES41
ES0003	ES008	Spain	http://www.policia.es/prensa/100301_1.htm	2010.0	2010-03-01T00:00:00Z	Spain	Several places	-	-	12.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Rifle;Rifle;Rifle	Yes	House	N/A	6.0	N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A	Illicit trafficking in firearms in Barcelona and Saragoza.	Press release LEA	ES61
ES0006	ES009	Spain	http://www.elperiodicoextremadura.com/noticias/noticia.asp?pkid=496644	2010.0	2010-03-02T00:00:00Z	Spain	Several places	-	-	2.0	Pistol;Revolver	N/A	Other	N/A	17.0	Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish;Spanish	20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35;20-35	M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M	Cities: Ávila;Madrid;Seville;Storage:truck	Press review	
ES0004	ES010	Spain	http://www.guardiacivil.es/es/prensa/noticias/historico2/2787.html	2010.0	2010-03-16T00:00:00Z	Spain	Moraleja	-6.656999	40.071035	10.0	Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Revolver;Shotgun;Shotgun;Shotgun	Yes	House	N/A	12.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Traffic of firearms between Portugal and Spain.	Press release LEA	ES21
ES0008	ES011	Spain	http://www.policia.es/prensa/20110510_1.html	2011.0	2010-05-10T00:00:00Z	Spain	Barcelona	2.16992	41.38793	4.0	N/A;N/A;N/A;N/A	N/A	House	N/A	N/A	N/A	N/A	N/A	Drug traffic.	Press release LEA	ES51
ES0005	ES012	Spain	http://www.policia.es/prensa/100415_1.htm	2010.0	2010-05-15T00:00:00Z	Spain	Several places	-	-	2.0	Pistol;Pistol	N/A	N/A	N/A	12.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Maxi poperation against drug traffic in different cities. Police found 2 pistols.	Press release LEA	ES52
ES0007	ES013	Spain	http://www.libertaddigital.com/espana/2014-02-21/eta-entrega-menos-armas-de-las-confiscadas-a-muchos-grupos-mafiosos-1276511385/	2010.0	2010-06-01T00:00:00Z	Spain	Several places	-	-	70.0	Other;Other;Other;Other;Other;Other;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Pistol;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Revolver;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Rifle;Shotgun;Shotgun;Shotgun;Shotgun	Yes	N/A	N/A	13.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	Places: Linares (Jaén), Úbeda, Martos, Torredelcampo, La Senia (Tarragona), Rosell (Castellón), Almería	Press review	
ES0008	ES014	Spain	http://www.eldia.es/2010-06-04/SUCESOS/11-Ocho-detenidos-incautado-gran-arsenal-Andalucia-Cataluna-Valencia.htm	2010.0	2010-06-01T00:00:00Z	Spain	Several places	-	-	N/A	N/A	Yes	House	N/A	8.0	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A	"Cities: Jaén;Almería;Tarragona;Castellón;Firearms:Those arrested possessed dozens of weapons, 90 percent of them operational, including ancient guns known as ""nest"" and ""orange tree"" assault rifles, submachine guns, rifles, pistols, revolvers, mortars, grenades, flares were , silencers, even a gun manipulated to make it work like a machine gun, plus a huge amount of ammunition;Those involved allegedly blank guns modified to use live ammunition and put back into operation unusable weapons."	Press review	ES51
